userid,continent,gender,rating,hotel
3716,2,1,4.0,17
3716,2,1,4.0,26
3717,2,1,3.0,24
3717,2,1,3.5,14
3717,2,1,4.0,19
3717,2,1,3.0,10
3717,2,1,3.5,15
3718,2,0,3.0,59
3718,2,0,3.0,31
3718,2,0,3.5,12
3718,2,0,4.0,39
3718,2,0,3.5,13
3719,1,0,3.5,12
3719,1,0,4.0,4
3720,2,0,2.5,53
3720,2,0,4.0,5
3720,2,0,3.0,31
3720,2,0,4.0,6
3720,2,0,2.0,36
3721,3,0,5.0,54
3721,3,0,4.5,63
3721,3,0,4.0,51
3722,2,0,4.0,4
3722,2,0,4.0,60
3722,2,0,3.0,55
3723,2,1,3.5,45
3723,2,1,4.0,6
3723,2,1,4.0,39
3723,2,1,3.5,14
3723,2,1,3.0,24
3723,2,1,3.0,23
3724,2,1,4.0,5
3724,2,1,3.5,14
3724,2,1,3.5,3
3724,2,1,4.5,32
3725,1,0,3.5,3
3725,1,0,4.0,60
3726,2,0,3.0,59
3726,2,0,4.0,49
3727,2,0,4.0,17
3727,2,0,4.0,56
3728,2,0,3.5,47
3728,2,0,2.0,2
3729,2,0,3.5,47
3729,2,0,2.0,2
3730,2,1,4.0,60
3730,2,1,4.0,56
3730,2,1,5.0,64
3730,2,1,5.0,38
3730,2,1,4.0,26
3730,2,1,2.0,27
3730,2,1,4.0,49
3730,2,1,5.0,37
3731,2,1,4.0,39
3731,2,1,4.0,28
3732,7,0,4.0,39
3732,7,0,4.5,43
3733,1,1,4.0,56
3733,1,1,4.0,7
3733,1,1,4.0,39
3733,1,1,4.0,60
3734,1,1,4.0,46
3734,1,1,4.0,51
3734,1,1,3.5,15
3734,1,1,4.0,7
3734,1,1,3.5,12
3735,1,0,4.0,4
3735,1,0,3.5,57
3736,2,1,5.0,38
3736,2,1,5.0,37
3737,2,0,3.0,24
3737,2,0,4.5,52
3737,2,0,2.0,27
3737,2,0,4.0,18
3737,2,0,3.5,47
3738,1,0,4.0,7
3738,1,0,5.0,37
3738,1,0,5.0,64
3739,2,1,3.0,23
3739,2,1,2.5,53
3740,1,1,4.0,60
3740,1,1,3.0,55
3740,1,1,4.0,49
3740,1,1,4.0,46
3740,1,1,3.0,59
3740,1,1,4.5,16
3740,1,1,4.0,17
3741,2,1,3.5,14
3741,2,1,3.5,15
3741,2,1,4.0,56
3741,2,1,4.0,6
3742,2,0,2.0,2
3742,2,0,3.0,31
3742,2,0,5.0,37
3742,2,0,2.0,21
3742,2,0,2.5,53
3742,2,0,4.0,56
3742,2,0,4.0,17
3743,2,0,3.5,47
3743,2,0,3.5,57
3743,2,0,2.0,20
3743,2,0,4.0,17
3743,2,0,3.5,14
3743,2,0,3.0,10
3744,2,1,2.5,22
3744,2,1,4.0,19
3744,2,1,3.5,57
3745,1,0,2.5,53
3745,1,0,5.0,38
3746,2,1,3.0,10
3746,2,1,2.0,20
3746,2,1,4.0,56
3747,5,1,3.0,58
3747,5,1,3.0,59
3748,2,0,4.0,56
3748,2,0,3.0,55
3749,3,1,4.0,41
3749,3,1,2.5,8
3750,2,1,2.5,29
3750,2,1,3.0,55
3750,2,1,3.0,44
3751,2,1,3.5,15
3751,2,1,4.0,46
3752,2,0,4.0,26
3752,2,0,4.0,17
3752,2,0,5.0,64
3752,2,0,4.0,56
3752,2,0,5.0,54
3752,2,0,4.5,40
3752,2,0,4.0,60
3752,2,0,4.0,46
3752,2,0,5.0,37
3752,2,0,4.5,43
3753,2,0,2.0,20
3753,2,0,2.5,22
3753,2,0,3.5,14
3753,2,0,4.0,6
3753,2,0,3.0,10
3754,1,1,4.0,56
3754,1,1,4.0,17
3754,1,1,4.0,39
3755,2,0,3.5,48
3755,2,0,3.5,33
3756,2,0,3.5,12
3756,2,0,3.5,33
3757,2,1,3.0,24
3757,2,1,2.5,65
3757,2,1,3.5,14
3757,2,1,3.0,23
3757,2,1,3.5,45
3758,2,0,4.0,62
3758,2,0,4.5,52
3758,2,0,4.0,56
3758,2,0,3.5,15
3758,2,0,4.0,46
3758,2,0,5.0,37
3759,2,0,3.5,3
3759,2,0,3.0,23
3760,7,0,3.5,14
3760,7,0,3.5,45
3761,2,0,3.5,15
3761,2,0,3.0,24
3762,1,1,3.5,57
3762,1,1,5.0,37
3762,1,1,4.0,5
3763,2,0,3.0,55
3763,2,0,3.0,59
3763,2,0,4.0,6
3764,2,0,3.0,42
3764,2,0,3.5,12
3765,2,1,2.5,11
3765,2,1,4.0,41
3765,2,1,3.0,61
3765,2,1,4.0,26
3765,2,1,3.0,59
3765,2,1,3.5,13
3765,2,1,3.5,15
3765,2,1,4.0,60
3765,2,1,4.0,17
3765,2,1,2.0,9
3766,2,1,4.5,43
3766,2,1,5.0,38
3767,1,1,4.0,39
3767,1,1,3.5,13
3767,1,1,3.0,55
3768,2,1,3.0,24
3768,2,1,4.0,62
3768,2,1,3.5,15
3768,2,1,3.5,45
3768,2,1,3.5,3
3768,2,1,4.0,39
3768,2,1,2.5,11
3769,2,0,2.0,2
3769,2,0,3.5,3
3770,1,1,4.0,5
3770,1,1,4.0,18
3770,1,1,2.0,2
3770,1,1,4.0,62
3770,1,1,3.5,45
3770,1,1,3.5,57
3770,1,1,3.0,55
3770,1,1,4.0,39
3770,1,1,4.0,19
3771,2,1,4.0,49
3771,2,1,4.5,16
3771,2,1,2.5,65
3771,2,1,4.0,17
3771,2,1,4.0,60
3771,2,1,3.5,13
3771,2,1,4.5,63
3772,2,1,4.0,56
3772,2,1,4.0,26
3773,2,1,4.5,63
3773,2,1,4.0,41
3774,2,0,4.0,46
3774,2,0,4.0,60
3774,2,0,4.0,56
3775,2,0,5.0,64
3775,2,0,3.5,13
3776,2,0,4.0,39
3776,2,0,3.0,10
3776,2,0,4.0,56
3776,2,0,2.0,21
3776,2,0,4.0,60
3776,2,0,3.5,14
3777,4,0,5.0,37
3777,4,0,4.0,17
3778,2,0,3.0,10
3778,2,0,4.0,60
3778,2,0,4.0,6
3779,1,0,2.5,11
3779,1,0,2.0,2
3780,2,0,2.0,27
3780,2,0,3.5,45
3780,2,0,4.0,66
3780,2,0,4.0,46
3781,1,1,2.5,53
3781,1,1,2.5,29
3781,1,1,2.0,2
3781,1,1,3.0,31
3781,1,1,3.5,47
3782,2,1,4.0,7
3782,2,1,3.5,45
3782,2,1,4.0,39
3782,2,1,3.5,47
3782,2,1,3.0,59
3782,2,1,3.5,15
3783,2,0,3.0,55
3783,2,0,3.0,59
3784,2,0,2.5,53
3784,2,0,4.0,39
3784,2,0,4.0,6
3784,2,0,3.0,55
3784,2,0,4.0,7
3784,2,0,4.0,18
3784,2,0,2.5,22
3784,2,0,3.0,10
3785,2,1,4.0,60
3785,2,1,4.0,56
3785,2,1,4.0,28
3785,2,1,4.0,46
3786,2,0,4.0,35
3786,2,0,4.0,26
3786,2,0,3.0,59
3786,2,0,4.5,43
3786,2,0,3.5,13
3786,2,0,5.0,38
3786,2,0,5.0,54
3786,2,0,4.0,51
3787,2,1,2.5,53
3787,2,1,2.0,2
3787,2,1,2.0,21
3788,2,1,4.0,49
3788,2,1,3.0,42
3789,2,0,4.5,52
3789,2,0,3.5,13
3789,2,0,5.0,37
3789,2,0,4.0,17
3790,2,1,3.5,13
3790,2,1,3.0,42
3790,2,1,3.0,24
3790,2,1,3.5,48
3790,2,1,4.0,39
3791,2,1,4.0,56
3791,2,1,3.5,45
3792,1,0,3.0,24
3792,1,0,4.5,43
3792,1,0,4.0,7
3793,3,1,3.5,45
3793,3,1,3.5,57
3794,1,0,4.0,60
3794,1,0,3.0,59
3794,1,0,3.5,57
3794,1,0,4.0,39
3795,2,0,3.5,33
3795,2,0,3.5,48
3795,2,0,4.0,6
3795,2,0,4.5,52
3795,2,0,4.0,62
3795,2,0,5.0,37
3795,2,0,4.0,51
3795,2,0,4.0,7
3796,2,0,2.0,2
3796,2,0,4.0,6
3797,2,0,3.0,42
3797,2,0,3.0,23
3797,2,0,3.0,59
3798,2,0,4.0,60
3798,2,0,4.0,56
3799,2,1,2.5,11
3799,2,1,2.0,20
3799,2,1,4.0,26
3799,2,1,3.0,55
3799,2,1,3.0,59
3799,2,1,4.0,41
3800,2,1,3.0,44
3800,2,1,3.5,45
3801,2,0,3.5,45
3801,2,0,4.5,32
3801,2,0,4.0,26
3801,2,0,4.0,28
3801,2,0,4.0,62
3801,2,0,4.5,40
3801,2,0,4.0,7
3801,2,0,4.0,60
3802,2,0,5.0,37
3802,2,0,4.0,56
3803,2,1,2.5,29
3803,2,1,3.0,10
3803,2,1,2.5,53
3804,1,0,4.0,17
3804,1,0,4.5,63
3804,1,0,5.0,37
3804,1,0,4.0,39
3804,1,0,4.5,52
3804,1,0,4.0,41
3804,1,0,4.0,26
3805,2,0,3.5,13
3805,2,0,3.5,15
3806,2,1,4.0,28
3806,2,1,4.0,66
3806,2,1,4.0,56
3806,2,1,4.5,43
3806,2,1,4.0,26
3806,2,1,3.5,45
3806,2,1,4.0,60
3807,2,1,3.5,33
3807,2,1,4.0,17
3807,2,1,4.5,34
3807,2,1,5.0,38
3807,2,1,4.5,63
3808,2,0,4.0,66
3808,2,0,4.0,39
3808,2,0,4.0,56
3808,2,0,5.0,37
3808,2,0,3.5,13
3808,2,0,4.5,52
3809,1,0,5.0,37
3809,1,0,4.0,7
3810,1,0,2.5,11
3810,1,0,2.0,20
3811,2,1,4.0,17
3811,2,1,4.0,26
3811,2,1,3.5,57
3811,2,1,3.0,55
3811,2,1,4.0,66
3811,2,1,3.5,15
3811,2,1,4.0,18
3811,2,1,4.5,34
3811,2,1,3.5,45
3811,2,1,3.0,58
3811,2,1,4.5,63
3811,2,1,4.5,43
3811,2,1,2.0,2
3811,2,1,4.0,46
3811,2,1,4.0,60
3811,2,1,4.0,41
3811,2,1,5.0,64
3811,2,1,5.0,38
3811,2,1,4.0,49
3811,2,1,4.5,52
3811,2,1,4.0,28
3811,2,1,5.0,37
3811,2,1,4.0,56
3811,2,1,3.5,3
3811,2,1,4.0,39
3811,2,1,3.0,59
3812,2,0,4.0,41
3812,2,0,5.0,37
3813,2,0,4.0,66
3813,2,0,4.0,49
3814,2,1,3.5,30
3814,2,1,3.5,47
3814,2,1,3.0,42
3814,2,1,4.0,39
3814,2,1,4.0,28
3814,2,1,3.0,59
3815,2,0,4.5,52
3815,2,0,3.5,14
3816,2,1,4.5,32
3816,2,1,4.0,35
3816,2,1,4.0,18
3816,2,1,4.0,6
3816,2,1,4.5,40
3817,2,0,4.0,17
3817,2,0,4.0,41
3818,2,0,4.5,52
3818,2,0,3.5,33
3818,2,0,3.5,48
3819,2,1,3.5,45
3819,2,1,4.0,66
3819,2,1,4.0,60
3819,2,1,4.0,17
3819,2,1,5.0,37
3820,2,1,4.0,18
3820,2,1,4.0,56
3820,2,1,4.0,39
3821,1,0,4.0,66
3821,1,0,4.0,28
3821,1,0,4.0,62
3822,1,0,4.0,18
3822,1,0,4.0,26
3823,1,1,2.0,2
3823,1,1,4.0,39
3823,1,1,2.0,21
3823,1,1,4.0,6
3823,1,1,4.0,18
3824,2,0,4.0,51
3824,2,0,2.5,53
3824,2,0,2.5,8
3824,2,0,2.5,29
3825,2,1,4.0,6
3825,2,1,4.0,18
3826,2,1,4.0,6
3826,2,1,2.5,29
3827,5,0,3.0,42
3827,5,0,2.5,8
3828,2,0,4.0,60
3828,2,0,4.0,17
3828,2,0,4.0,66
3828,2,0,5.0,37
3829,2,1,4.0,18
3829,2,1,2.0,2
3829,2,1,2.5,53
3830,2,0,3.0,59
3830,2,0,3.5,3
3830,2,0,4.0,39
3831,2,0,4.5,34
3831,2,0,5.0,38
3832,2,1,3.0,42
3832,2,1,3.0,24
3833,2,1,3.5,45
3833,2,1,4.0,39
3833,2,1,3.5,3
3833,2,1,4.0,6
3834,6,0,4.0,4
3834,6,0,3.5,12
3835,1,0,3.0,42
3835,1,0,4.0,39
3835,1,0,4.0,62
3835,1,0,4.0,60
3836,1,0,4.0,28
3836,1,0,4.0,66
3836,1,0,3.5,3
3837,2,0,3.5,45
3837,2,0,3.5,47
3838,3,0,3.0,55
3838,3,0,3.0,61
3838,3,0,2.0,2
3839,1,1,3.5,3
3839,1,1,3.0,23
3840,4,0,4.0,60
3840,4,0,3.5,12
3840,4,0,4.0,4
3840,4,0,3.5,48
3841,2,0,4.0,62
3841,2,0,3.5,48
3841,2,0,4.5,34
3842,2,1,5.0,38
3842,2,1,5.0,64
3842,2,1,4.5,32
3843,3,1,3.5,3
3843,3,1,4.0,35
3844,2,0,4.0,26
3844,2,0,4.0,39
3844,2,0,4.5,63
3844,2,0,4.0,17
3845,2,1,4.5,32
3845,2,1,3.0,42
3845,2,1,3.5,3
3846,2,1,4.5,63
3846,2,1,5.0,37
3847,2,0,4.5,63
3847,2,0,3.5,3
3847,2,0,4.0,56
3847,2,0,4.0,17
3847,2,0,4.0,66
3847,2,0,4.0,26
3847,2,0,3.5,15
3847,2,0,3.5,45
3848,2,1,4.0,62
3848,2,1,4.0,26
3848,2,1,4.0,4
3848,2,1,4.0,17
3848,2,1,4.0,60
3848,2,1,2.5,53
3848,2,1,4.0,6
3849,1,0,4.0,60
3849,1,0,4.0,17
3850,2,1,4.0,26
3850,2,1,4.0,60
3851,4,1,3.5,14
3851,4,1,2.0,2
3851,4,1,4.0,18
3852,2,1,4.0,49
3852,2,1,4.0,6
3852,2,1,2.5,53
3852,2,1,2.0,21
3852,2,1,3.0,10
3852,2,1,2.0,20
3852,2,1,3.0,25
3852,2,1,2.5,8
3852,2,1,2.5,11
3852,2,1,3.5,13
3853,2,0,4.5,63
3853,2,0,4.0,62
3854,4,0,5.0,64
3854,4,0,4.0,60
3854,4,0,4.0,17
3854,4,0,3.0,59
3854,4,0,4.0,41
3854,4,0,4.0,49
3855,2,0,2.5,65
3855,2,0,3.0,23
3856,7,0,4.5,43
3856,7,0,4.0,17
3856,7,0,4.0,60
3856,7,0,5.0,64
3857,2,1,3.0,55
3857,2,1,5.0,38
3857,2,1,5.0,37
3858,1,0,4.0,62
3858,1,0,3.5,33
3858,1,0,4.0,49
3858,1,0,3.5,47
3859,2,1,3.5,45
3859,2,1,4.0,39
3860,2,0,2.5,22
3860,2,0,3.5,3
3861,2,0,4.0,41
3861,2,0,3.5,14
3861,2,0,4.0,56
3861,2,0,4.0,4
3862,5,0,3.5,13
3862,5,0,4.0,28
3862,5,0,3.5,3
3862,5,0,4.0,51
3862,5,0,3.0,24
3863,1,1,5.0,64
3863,1,1,4.0,56
3864,2,0,4.0,35
3864,2,0,4.5,32
3865,2,0,3.0,59
3865,2,0,4.0,17
3866,5,0,3.0,42
3866,5,0,4.0,39
3866,5,0,3.0,24
3866,5,0,3.5,12
3867,2,0,2.5,8
3867,2,0,2.5,11
3867,2,0,2.0,36
3867,2,0,2.0,27
3867,2,0,3.0,24
3867,2,0,2.0,21
3867,2,0,3.5,47
3868,2,1,4.0,39
3868,2,1,4.0,56
3869,2,1,4.0,26
3869,2,1,3.0,23
3870,5,1,4.0,4
3870,5,1,3.5,12
3870,5,1,4.0,41
3870,5,1,3.0,55
3870,5,1,4.0,46
3871,2,1,3.5,47
3871,2,1,4.5,52
3872,5,0,5.0,37
3872,5,0,4.0,56
3873,2,1,4.0,56
3873,2,1,4.0,19
3874,2,0,4.0,18
3874,2,0,3.0,25
3874,2,0,3.5,14
3874,2,0,2.5,22
3875,1,1,4.5,63
3875,1,1,4.0,60
3875,1,1,5.0,64
3876,2,1,5.0,37
3876,2,1,3.5,15
3877,2,1,4.0,18
3877,2,1,4.0,6
3877,2,1,2.5,22
3877,2,1,3.5,14
3878,2,0,3.5,13
3878,2,0,4.5,34
3878,2,0,3.5,48
3878,2,0,5.0,37
3878,2,0,4.0,18
3879,2,0,4.0,56
3879,2,0,3.0,59
3880,3,1,5.0,38
3880,3,1,5.0,37
3881,2,1,3.0,58
3881,2,1,2.5,53
3882,2,0,3.5,57
3882,2,0,4.0,56
3882,2,0,4.0,62
3882,2,0,3.5,13
3882,2,0,4.5,63
3882,2,0,3.0,10
3882,2,0,4.0,51
3883,2,0,4.0,60
3883,2,0,3.0,59
3883,2,0,3.0,24
3884,2,1,3.0,59
3884,2,1,4.0,4
3885,2,1,3.0,23
3885,2,1,3.0,59
3885,2,1,3.5,48
3885,2,1,3.0,58
3886,2,0,3.0,24
3886,2,0,2.5,53
3886,2,0,3.0,31
3886,2,0,4.0,39
3886,2,0,5.0,37
3886,2,0,2.0,9
3887,2,0,4.5,52
3887,2,0,4.0,41
3887,2,0,4.0,60
3887,2,0,3.0,59
3888,2,1,4.0,56
3888,2,1,3.5,13
3889,2,1,3.5,13
3889,2,1,4.0,35
3889,2,1,4.0,51
3890,2,1,3.5,48
3890,2,1,5.0,37
3890,2,1,4.0,4
3890,2,1,4.0,17
3890,2,1,4.0,46
3890,2,1,4.0,56
3891,4,0,2.0,27
3891,4,0,2.0,2
3892,2,0,4.0,6
3892,2,0,4.5,63
3892,2,0,2.5,65
3892,2,0,2.5,53
3893,1,1,4.0,4
3893,1,1,4.0,41
3893,1,1,4.0,35
3893,1,1,4.0,62
3894,2,1,3.0,59
3894,2,1,3.0,58
3894,2,1,3.0,44
3894,2,1,3.5,3
3895,2,1,4.0,7
3895,2,1,3.5,15
3895,2,1,3.5,45
3896,2,1,3.5,15
3896,2,1,4.0,4
3897,1,0,3.5,57
3897,1,0,4.0,6
3897,1,0,3.0,10
3898,2,1,2.5,53
3898,2,1,3.0,59
3898,2,1,3.0,31
3899,2,0,4.0,49
3899,2,0,4.5,43
3899,2,0,4.0,17
3900,2,0,4.0,39
3900,2,0,4.0,56
3900,2,0,4.0,60
3900,2,0,4.0,66
3900,2,0,3.5,45
3900,2,0,3.0,24
3900,2,0,4.5,63
3900,2,0,2.5,29
3901,2,1,3.5,57
3901,2,1,4.5,32
3901,2,1,4.0,41
3901,2,1,4.0,28
3901,2,1,4.0,56
3901,2,1,5.0,37
3901,2,1,3.5,13
3901,2,1,4.0,39
3901,2,1,4.0,66
3902,2,0,3.0,24
3902,2,0,4.0,60
3902,2,0,4.0,51
3903,2,1,4.0,56
3903,2,1,4.0,49
3903,2,1,3.5,47
3903,2,1,4.0,39
3904,2,0,4.0,17
3904,2,0,4.5,40
3904,2,0,4.0,51
3904,2,0,4.0,35
3904,2,0,4.0,60
3904,2,0,4.0,26
3904,2,0,4.0,56
3904,2,0,4.5,43
3905,1,1,3.5,13
3905,1,1,2.0,20
3905,1,1,4.0,39
3905,1,1,3.0,59
3906,2,1,3.0,24
3906,2,1,3.0,59
3906,2,1,3.0,42
3907,1,1,3.5,13
3907,1,1,3.5,3
3907,1,1,4.0,49
3908,1,1,4.0,17
3908,1,1,4.0,39
3909,2,1,4.5,43
3909,2,1,4.0,56
3909,2,1,4.0,7
3909,2,1,5.0,38
3909,2,1,5.0,37
3909,2,1,4.0,60
3910,2,1,3.5,30
3910,2,1,4.0,17
3910,2,1,3.0,61
3910,2,1,2.5,11
3910,2,1,2.0,20
3911,2,1,3.5,3
3911,2,1,3.5,57
3911,2,1,4.0,39
3912,1,0,3.5,15
3912,1,0,4.0,46
3913,2,0,2.0,2
3913,2,0,3.5,47
3913,2,0,4.5,63
3913,2,0,3.5,13
3913,2,0,3.5,45
3914,2,0,4.0,60
3914,2,0,4.0,17
3914,2,0,4.5,43
3914,2,0,4.0,49
3915,2,0,2.0,27
3915,2,0,3.5,13
3915,2,0,4.0,17
3915,2,0,3.0,61
3915,2,0,4.0,46
3915,2,0,3.0,55
3915,2,0,3.0,59
3916,2,1,3.5,14
3916,2,1,4.0,19
3917,2,1,3.5,45
3917,2,1,5.0,37
3917,2,1,4.0,56
3917,2,1,3.0,10
3917,2,1,4.0,6
3918,2,1,4.5,16
3918,2,1,3.5,47
3919,2,0,4.5,43
3919,2,0,5.0,37
3919,2,0,4.0,46
3919,2,0,4.5,16
3920,2,0,3.0,10
3920,2,0,3.5,14
3921,4,0,4.0,6
3921,4,0,3.0,10
3922,2,1,4.0,19
3922,2,1,4.0,6
3922,2,1,3.0,24
3923,2,1,5.0,38
3923,2,1,4.0,46
3923,2,1,4.5,52
3924,2,0,3.0,55
3924,2,0,2.5,11
3925,2,1,3.5,47
3925,2,1,4.0,60
3925,2,1,4.0,7
3925,2,1,3.0,42
3925,2,1,4.0,66
3925,2,1,4.0,28
3926,2,0,4.0,62
3926,2,0,3.5,33
3926,2,0,4.0,7
3926,2,0,4.0,56
3927,2,1,3.0,24
3927,2,1,3.5,14
3927,2,1,4.0,7
3927,2,1,4.0,4
3927,2,1,2.0,36
3927,2,1,3.0,10
3927,2,1,2.5,29
3927,2,1,4.0,6
3928,3,1,3.0,61
3928,3,1,3.0,24
3929,7,0,4.0,6
3929,7,0,4.0,18
3930,2,0,3.5,30
3930,2,0,3.5,45
3930,2,0,3.5,13
3931,1,1,3.5,45
3931,1,1,3.0,59
3931,1,1,4.0,50
3931,1,1,5.0,64
3932,2,0,4.0,26
3932,2,0,3.0,59
3932,2,0,4.0,17
3932,2,0,4.0,51
3932,2,0,4.0,66
3932,2,0,4.0,39
3932,2,0,3.0,42
3933,5,1,5.0,37
3933,5,1,2.0,2
3934,2,0,2.5,53
3934,2,0,2.5,22
3934,2,0,4.0,6
3934,2,0,2.0,21
3934,2,0,3.0,44
3934,2,0,2.0,36
3935,2,1,3.5,45
3935,2,1,4.0,7
3936,2,0,4.0,56
3936,2,0,4.0,17
3936,2,0,4.0,60
3936,2,0,5.0,37
3937,2,1,4.0,51
3937,2,1,4.5,52
3938,2,0,4.5,34
3938,2,0,4.0,56
3939,5,0,3.5,12
3939,5,0,3.0,25
3940,4,1,4.0,66
3940,4,1,4.5,34
3940,4,1,4.0,18
3940,4,1,3.0,24
3940,4,1,4.0,39
3941,1,0,3.0,55
3941,1,0,2.5,11
3941,1,0,3.0,61
3941,1,0,3.5,47
3941,1,0,4.0,62
3941,1,0,3.5,45
3941,1,0,3.5,14
3942,2,0,4.0,49
3942,2,0,3.0,55
3943,2,0,4.0,26
3943,2,0,4.0,56
3944,2,1,3.0,25
3944,2,1,3.0,10
3945,4,1,4.0,6
3945,4,1,4.0,60
3945,4,1,4.0,41
3945,4,1,5.0,38
3945,4,1,4.0,66
3945,4,1,4.0,39
3945,4,1,4.0,49
3945,4,1,4.5,52
3945,4,1,4.0,26
3945,4,1,4.0,51
3945,4,1,4.0,17
3945,4,1,3.5,12
3945,4,1,3.5,15
3945,4,1,3.5,13
3945,4,1,3.5,3
3945,4,1,5.0,37
3945,4,1,4.5,63
3946,2,0,4.0,60
3946,2,0,4.0,56
3947,1,0,4.0,46
3947,1,0,4.0,41
3947,1,0,3.5,15
3948,2,0,3.5,15
3948,2,0,4.0,41
3948,2,0,4.0,4
3949,1,0,2.0,2
3949,1,0,3.5,13
3950,2,1,4.0,4
3950,2,1,4.0,56
3951,4,1,4.0,6
3951,4,1,3.5,57
3951,4,1,4.0,18
3952,1,1,4.0,17
3952,1,1,4.0,46
3953,5,0,4.0,35
3953,5,0,2.0,2
3953,5,0,4.0,51
3953,5,0,4.0,26
3953,5,0,4.0,6
3953,5,0,4.0,66
3953,5,0,4.0,7
3954,1,0,3.0,61
3954,1,0,4.0,39
3955,2,0,3.5,45
3955,2,0,3.5,13
3956,2,1,3.0,10
3956,2,1,2.5,22
3956,2,1,3.0,25
3957,1,1,5.0,38
3957,1,1,4.0,60
3958,4,1,4.0,4
3958,4,1,3.0,61
3958,4,1,3.5,15
3959,2,1,4.0,17
3959,2,1,4.0,51
3960,2,1,4.0,56
3960,2,1,4.0,17
3960,2,1,5.0,38
3961,3,0,4.0,41
3961,3,0,4.0,4
3961,3,0,5.0,37
3962,1,1,4.0,7
3962,1,1,4.0,39
3962,1,1,3.5,47
3962,1,1,3.5,45
3963,2,1,3.0,55
3963,2,1,4.0,26
3964,4,0,4.0,60
3964,4,0,3.5,12
3964,4,0,2.5,11
3965,2,1,4.0,56
3965,2,1,4.0,39
3966,2,1,3.5,3
3966,2,1,5.0,38
3966,2,1,3.5,15
3967,2,0,3.5,13
3967,2,0,4.0,41
3968,2,0,3.5,12
3968,2,0,4.0,4
3969,2,1,4.0,26
3969,2,1,4.0,60
3970,2,0,4.0,4
3970,2,0,4.0,60
3971,2,0,3.5,30
3971,2,0,4.0,5
3971,2,0,4.0,56
3971,2,0,2.0,20
3971,2,0,2.5,11
3972,2,0,4.0,60
3972,2,0,4.0,50
3973,1,0,4.0,41
3973,1,0,4.0,4
3973,1,0,3.0,10
3974,2,0,3.0,23
3974,2,0,4.0,39
3975,2,0,3.0,23
3975,2,0,4.0,39
3976,2,0,5.0,38
3976,2,0,4.5,43
3976,2,0,5.0,37
3977,2,0,4.0,18
3977,2,0,4.0,7
3977,2,0,3.5,47
3977,2,0,4.0,66
3977,2,0,2.0,2
3977,2,0,4.0,62
3977,2,0,3.5,3
3977,2,0,3.0,1
3978,2,0,3.0,59
3978,2,0,4.5,34
3979,2,0,5.0,38
3979,2,0,4.0,46
3979,2,0,4.0,41
3979,2,0,4.0,60
3979,2,0,3.5,13
3980,2,1,4.0,39
3980,2,1,4.0,17
3980,2,1,5.0,37
3980,2,1,4.5,63
3980,2,1,4.0,56
3980,2,1,4.0,26
3980,2,1,4.5,32
3980,2,1,4.0,66
3980,2,1,4.5,34
3980,2,1,4.0,28
3981,2,1,4.5,52
3981,2,1,3.0,55
3982,2,0,2.5,53
3982,2,0,3.0,10
3983,2,0,2.5,53
3983,2,0,3.5,47
3983,2,0,4.0,39
3984,2,0,3.0,23
3984,2,0,3.5,3
3985,2,0,4.0,60
3985,2,0,4.5,43
3985,2,0,4.0,56
3986,2,1,4.0,46
3986,2,1,4.0,51
3986,2,1,3.5,13
3986,2,1,3.5,15
3986,2,1,5.0,54
3986,2,1,5.0,38
3987,2,0,4.5,43
3987,2,0,4.0,17
3987,2,0,4.0,66
3987,2,0,4.5,63
3987,2,0,4.0,60
3987,2,0,4.5,34
3988,1,0,3.0,61
3988,1,0,3.5,3
3988,1,0,4.0,46
3988,1,0,3.5,47
3989,5,0,3.0,23
3989,5,0,4.0,39
3990,3,0,3.0,61
3990,3,0,4.0,28
3991,2,0,3.0,55
3991,2,0,4.0,18
3991,2,0,3.0,42
3991,2,0,4.0,28
3991,2,0,2.0,2
3992,2,0,3.5,14
3992,2,0,3.0,25
3993,2,0,4.0,49
3993,2,0,3.5,57
3993,2,0,3.0,55
3994,2,1,4.0,46
3994,2,1,4.5,63
3994,2,1,4.0,39
3994,2,1,3.5,47
3994,2,1,3.0,23
3995,2,1,3.5,13
3995,2,1,3.5,57
3996,2,0,4.0,28
3996,2,0,3.0,23
3997,2,1,2.5,29
3997,2,1,3.0,61
3997,2,1,3.0,55
3998,2,0,4.0,18
3998,2,0,4.0,39
3998,2,0,2.0,2
3999,2,1,3.0,44
3999,2,1,3.5,14
4000,2,1,3.0,24
4000,2,1,4.0,6
4000,2,1,3.5,15
4001,2,1,4.0,6
4001,2,1,4.0,66
4002,2,0,2.0,2
4002,2,0,3.0,1
4003,1,0,4.0,7
4003,1,0,2.5,8
4003,1,0,3.0,55
4003,1,0,4.0,46
4004,2,1,5.0,37
4004,2,1,3.5,14
4004,2,1,3.0,44
4004,2,1,3.0,1
4004,2,1,5.0,38
4004,2,1,4.5,63
4004,2,1,3.5,15
4004,2,1,4.0,19
4004,2,1,2.0,36
4004,2,1,3.0,10
4005,2,0,4.0,56
4005,2,0,2.0,2
4005,2,0,2.0,9
4005,2,0,3.0,31
4006,2,0,5.0,38
4006,2,0,5.0,37
4006,2,0,4.0,56
4006,2,0,4.0,17
4006,2,0,4.5,63
4006,2,0,4.0,41
4006,2,0,3.0,59
4006,2,0,4.0,49
4007,2,0,4.0,28
4007,2,0,4.0,7
4007,2,0,4.5,52
4007,2,0,3.5,45
